poly_id,point_id,delta_risk,log10_v_spike_p
0,0,0.403509147101041,-1.6989700043360187
0,1,0.4035091471010411,-1.9290730039024204
0,2,0.4035091471010411,-2.1591760034688194
0,3,0.4035091471010411,-2.389279003035217
0,4,0.4035091471010411,-2.619382002601623
0,5,0.4035091471010411,-2.8494850021680387
0,6,0.4035091471010411,-3.0795880017344457
0,7,0.4035091471010411,-3.309691001300885
0,8,0.4035091471010411,-3.539794000867268
0,9,0.4035091471010411,-3.769897000433665
0,10,0.4035091471010411,-4.0
